section_id,section,retry_status,anchor_lat,anchor_lon,anchor_basis,best_score,best_km_from_expected,best_query,best_lat,best_lon,best_name,best_category,best_type,best_place_rank,other_candidates
SAROORNAGAR_INJAPUR,INJAPUR,found,17.34337,78.54685,circle (8 sections),6.37,6.37,Injapur,17.2994314,78.5852848,"Injapur, Abdullapurmet mandal, Ranga Reddy, Telangana, 501511, India",place,suburb,19.0,"[{""score"": 9.15, ""km_from_expected"": 6.15, ""query"": ""Injapur, Hyderabad"", ""lat"": 17.2994798, ""lon"": 78.5820956, ""name"": ""Injapur Bus Stop, Hyderabad - Nagarjuna Sagar Road, Teachers Colony, Gurramguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Balapur mandal, Ranga Reddy, Telangana, 501510, India"", ""category"": ""amenity"", ""type"": ""bus_station"", ""place_rank"": 30}, {""score"": 9.24, ""km_from_expected"": 6.24, ""query"": ""Injapur, Hyderabad"", ""lat"": 17.298741, ""lon"": 78.582542, ""name"": ""Injapur Bus Stop (Sagar Ring Road side), Hyderabad - Nagarjuna Sagar Road, Teachers Colony, Gurramguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Balapur mandal, Ranga Reddy, Telangana, 501510, India"", ""category"": ""amenity"", ""type"": ""bus_station"", ""place_rank"": 30}, {""score"": 9.5, ""km_from_expected"": 6.5, ""query"": ""Injapur, Hyderabad"", ""lat"": 17.3055148, ""lon"": 78.5934992, ""name"": ""Injapur - II, Bank Colony Road, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""category"": ""amenity"", ""type"": ""childcare"", ""place_rank"": 30}, {""score"": 17.59, ""km_from_expected"": 9.59, ""query"": ""Injapur, Hyderabad"", ""lat"": 17.2673195, ""lon"": 78.5894413, ""name"": ""Hyderabad - Nagarjuna Sagar Road, Injapur, Abdullapurmet mandal, Ranga Reddy, Telangana, 501511, India"", ""category"": ""highway"", ""type"": ""primary"", ""place_rank"": 26}]"
SAROORNAGAR_LENIN_NAGAR,LENIN NAGAR,found,17.34146,78.51959,subdivision (2 sections),2.74,2.74,Lenin Nagar,17.3178569,78.5270997,"Lenin Nagar, Almasguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India",place,neighbourhood,24.0,"[{""score"": 21.64, ""km_from_expected"": 21.64, ""query"": ""Lenin Nagar, Hyderabad"", ""lat"": 17.5132586, ""lon"": 78.4237774, ""name"": ""Lenin Nagar, Jagadgirigutta, Ward 126 Jagathgirigutta, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal\u2013Malkajgiri, Telangana, 500055, India"", ""category"": ""place"", ""type"": ""neighbourhood"", ""place_rank"": 24}]"
SAROORNAGAR_MEERPET,MEERPET,found,17.34146,78.51959,subdivision (2 sections),5.13,2.13,Meerpet,17.3233291,78.5260272,"Meerpet Road, Aditya Nagar, Karmanghat, Jillelaguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India",highway,residential,26.0,"[{""score"": 5.24, ""km_from_expected"": 2.24, ""query"": ""Meerpet"", ""lat"": 17.322855, ""lon"": 78.5277216, ""name"": ""Meerpet Road, Sarvodaya Colony, Jillelaguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India"", ""category"": ""highway"", ""type"": ""tertiary"", ""place_rank"": 26}, {""score"": 5.31, ""km_from_expected"": 2.31, ""query"": ""Meerpet"", ""lat"": 17.3227773, ""lon"": 78.529007, ""name"": ""Meerpet Road, Sarvodaya Colony, Jillelaguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India"", ""category"": ""highway"", ""type"": ""residential"", ""place_rank"": 26}, {""score"": 5.31, ""km_from_expected"": 2.31, ""query"": ""Meerpet"", ""lat"": 17.3225164, ""lon"": 78.5284474, ""name"": ""Burjuarea govt building Meerpet - HUA(Basthi Dawakhana), Meerpet Road, Sarvodaya Colony, Jillelaguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India"", ""category"": ""amenity"", ""type"": ""health_post"", ""place_rank"": 30}, {""score"": 5.5, ""km_from_expected"": 2.5, ""query"": ""Meerpet"", ""lat"": 17.322338, ""lon"": 78.5319055, ""name"": ""Meerpet Road, NBR Colony, Jillelaguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India"", ""category"": ""highway"", ""type"": ""residential"", ""place_rank"": 26}]"
SAROORNAGAR_PEDDA_AMBERPET,PEDDA AMBERPET,found,17.33315,78.5776,subdivision (2 sections),9.7,6.7,"Pedda Amberpet, Hyderabad",17.3172848,78.6384505,"Pedda Amberpet - IV, Vijaywada Highway, Abdullapurmet mandal, Ranga Reddy, Telangana, 501505, India",amenity,childcare,30.0,"[{""score"": 9.95, ""km_from_expected"": 6.95, ""query"": ""Peddaamberpet, Hyderabad"", ""lat"": 17.3216517, ""lon"": 78.6419945, ""name"": ""SubCentre Peddaamberpet, Vijaywada Highway, Abdullapurmet mandal, Ranga Reddy, Telangana, 501505, India"", ""category"": ""amenity"", ""type"": ""health_post"", ""place_rank"": 30}, {""score"": 11.7, ""km_from_expected"": 8.7, ""query"": ""Pedda Amberpet"", ""lat"": 17.3201274, ""lon"": 78.658437, ""name"": ""Pedda Amberpet, Outer Ring Road, Abdullapurmet mandal, Ranga Reddy, Telangana, 501505, India"", ""category"": ""highway"", ""type"": ""motorway_junction"", ""place_rank"": 30}]"
SAROORNAGAR_RAMAKRISHNAPURAM,RAMAKRISHNAPURAM,found,17.34985,78.57273,division (5 sections),3.24,3.24,"RK Puram, Hyderabad",17.3679481,78.5487763,"RK Puram, Ward 20 RK Puram, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500102, India",place,neighbourhood,24.0,"[{""score"": 14.4, ""km_from_expected"": 14.4, ""query"": ""Ramakrishnapuram, Hyderabad"", ""lat"": 17.4749782, ""lon"": 78.5376874, ""name"": ""Ramakrishnapuram, Neredmet, Ward 140 Malkajgiri, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Malkajgiri mandal, Medchal\u2013Malkajgiri, Telangana, 500056, India"", ""category"": ""place"", ""type"": ""neighbourhood"", ""place_rank"": 24}, {""score"": 17.62, ""km_from_expected"": 14.62, ""query"": ""Ramakrishnapuram, Hyderabad"", ""lat"": 17.4759436, ""lon"": 78.533629, ""name"": ""Ramakrishnapuram Cheruvu, Ward 136 Neredmet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Malkajgiri mandal, Medchal\u2013Malkajgiri, Telangana, 500056, India"", ""category"": ""water"", ""type"": ""lake"", ""place_rank"": 20}, {""score"": 17.89, ""km_from_expected"": 14.89, ""query"": ""RK Puram, Hyderabad"", ""lat"": 17.4797152, ""lon"": 78.538316, ""name"": ""RK Puram, Madhura Nagar Rd No 2, Sri Colony, Neredmet, Ward 136 Neredmet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Malkajgiri mandal, Medchal\u2013Malkajgiri, Telangana, 500056, India"", ""category"": ""amenity"", ""type"": ""childcare"", ""place_rank"": 30}]"
SAROORNAGAR_TURKAYAMZAL,TURKAYAMZAL,found,17.34337,78.54685,circle (8 sections),15.6,7.6,Turkayamjal,17.2877936,78.5885165,"Indiramma colony, khammaguda -Turkayamjal - HUA (Basthi Dawakhana), Street Number 8, Injapur, Abdullapurmet mandal, Ranga Reddy, Telangana, 501511, India",amenity,health_post,30.0,"[{""score"": 16.86, ""km_from_expected"": 8.86, ""query"": ""Turkayamjal"", ""lat"": 17.2691643, ""lon"": 78.5771279, ""name"": ""SubCentre, Turkayamjal, Turka Yamjal Road, Abdullapurmet mandal, Ranga Reddy, Telangana, 501505, India"", ""category"": ""healthcare"", ""type"": ""centre"", ""place_rank"": 30}]"
SAROORNAGAR_VANASTHALIPURAM,VANASTHALIPURAM,found,17.34216,78.52221,division (3 sections),5.06,5.06,"Vanasthalipuram, Hyderabad",17.3303179,78.568278,"Vanasthalipuram, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India",place,suburb,19.0,"[{""score"": 8.49, ""km_from_expected"": 5.49, ""query"": ""Vanasthalipuram, Hyderabad"", ""lat"": 17.3365928, ""lon"": 78.5736125, ""name"": ""Vanasthalipuram, Vijaywada Highway, Prashanth Nagar, Vanasthalipuram, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""category"": ""highway"", ""type"": ""bus_stop"", ""place_rank"": 30}, {""score"": 8.54, ""km_from_expected"": 5.54, ""query"": ""Vanasthalipuram, Hyderabad"", ""lat"": 17.33679, ""lon"": 78.5741408, ""name"": ""Vanasthalipuram, Vijaywada Highway, Indira Nagar, Chintalkunta, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""category"": ""highway"", ""type"": ""bus_stop"", ""place_rank"": 30}, {""score"": 10.34, ""km_from_expected"": 2.34, ""query"": ""Vanasthalipuram, Champapet"", ""lat"": 17.3430331, ""lon"": 78.5442711, ""name"": ""Bairamalguda Road, Vijaynagar Colony, LB Nagar, Ward 18 Lingojiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500074, India"", ""category"": ""highway"", ""type"": ""primary"", ""place_rank"": 26}, {""score"": 12.95, ""km_from_expected"": 4.95, ""query"": ""Vanasthalipuram, Hyderabad"", ""lat"": 17.3384414, ""lon"": 78.5687124, ""name"": ""Panama, Vijaywada Highway, Vijayashree Colony, LB Nagar, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500963, India"", ""category"": ""highway"", ""type"": ""bus_stop"", ""place_rank"": 30}]"
SECUNDERABAD_BALANAGAR,BALANAGAR,found,17.44679,78.50886,circle (11 sections),9.64,6.64,"Balanagar, Hyderabad",17.465711,78.4495252,"Balanagar, Balanagar Cross Road, Idpl, Ward 120 Balanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, 500071, India",craft,shoemaker,30.0,"[{""score"": 12.11, ""km_from_expected"": 4.11, ""query"": ""Balanagar, Bowenpally"", ""lat"": 17.4617293, ""lon"": 78.4733842, ""name"": ""Bowenpally, Old Airport Road, Vayu Nagar, Rasoolpura, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Tirumalagiri mandal, Hyderabad, Telangana, 500011, India"", ""category"": ""highway"", ""type"": ""bus_stop"", ""place_rank"": 30}, {""score"": 12.23, ""km_from_expected"": 4.23, ""query"": ""Balanagar, Bowenpally"", ""lat"": 17.4772245, ""lon"": 78.4849389, ""name"": ""Old Bowenpally Qabristan, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, India"", ""category"": ""landuse"", ""type"": ""cemetery"", ""place_rank"": 24}, {""score"": 12.48, ""km_from_expected"": 4.48, ""query"": ""Balanagar, Bowenpally"", ""lat"": 17.4755371, ""lon"": 78.4792282, ""name"": ""Bowenpally, Hasmathpet bus stop road, HAL Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, 500015, India"", ""category"": ""leisure"", ""type"": ""pitch"", ""place_rank"": 30}, {""score"": 12.79, ""km_from_expected"": 9.79, ""query"": ""Balanagar, Hyderabad"", ""lat"": 17.4767602, ""lon"": 78.4221009, ""name"": ""Balanagar, Kukkatpally Main Road - Mumbai Highway, Sangeet Nagar, Ward 121 Kukatpally, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500047, India"", ""category"": ""railway"", ""type"": ""stop"", ""place_rank"": 30}]"
SECUNDERABAD_FEROZEGUDA,FEROZEGUDA,found,17.44679,78.50886,circle (11 sections),5.39,5.39,"Ferozguda, Hyderabad",17.4646179,78.4616333,"Ferozguda, Idpl, Ward 120 Balanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, 500071, India",place,neighbourhood,24.0,"[{""score"": 8.53, ""km_from_expected"": 5.53, ""query"": ""Ferozguda, Hyderabad"", ""lat"": 17.4649039, ""lon"": 78.4602832, ""name"": ""Ferozguda, BHEL R & D Road, Ferozguda, Idpl, Ward 120 Balanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, 500071, India"", ""category"": ""railway"", ""type"": ""stop"", ""place_rank"": 30}]"
SECUNDERABAD_I_D_P_L,I.D.P.L.,found,17.44679,78.50886,circle (11 sections),7.13,7.13,"IDPL, Hyderabad",17.4806031,78.4517703,"Idpl, Ward 120 Balanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, 500037, India",place,suburb,19.0,"[{""score"": 10.23, ""km_from_expected"": 7.23, ""query"": ""IDPL Colony, Hyderabad"", ""lat"": 17.4818905, ""lon"": 78.4514605, ""name"": ""idpl colony, Idpl, Ward 120 Balanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, 500037, India"", ""category"": ""highway"", ""type"": ""service"", ""place_rank"": 27}, {""score"": 10.28, ""km_from_expected"": 7.28, ""query"": ""IDPL Colony, Hyderabad"", ""lat"": 17.4831808, ""lon"": 78.451787, ""name"": ""IDPL Colony, Surya Nagar, Ward 131 Quthbullapur, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal\u2013Malkajgiri, Telangana, 500037, India"", ""category"": ""highway"", ""type"": ""service"", ""place_rank"": 27}, {""score"": 11.3, ""km_from_expected"": 6.3, ""query"": ""IDPL Township"", ""lat"": 17.4706202, ""lon"": 78.4549375, ""name"": ""HAL Township, Idpl, Ward 120 Balanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, 500071, India"", ""category"": ""place"", ""type"": ""neighbourhood"", ""place_rank"": 24}, {""score"": 11.33, ""km_from_expected"": 8.33, ""query"": ""IDPL, Hyderabad"", ""lat"": 17.474231, ""lon"": 78.4357575, ""name"": ""IDPL, Idpl, Ward 120 Balanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, India"", ""category"": ""landuse"", ""type"": ""industrial"", ""place_rank"": 24}]"
SECUNDERABAD_LALBAZAR,LALBAZAR,found,17.50528,78.51626,subdivision (3 sections),2.77,2.77,"Lal Bazar, Hyderabad",17.4808081,78.5114174,"Lal Bazaar, Tirumalagiri, Tirumalagiri mandal, Hyderabad, Telangana, 500015, India",place,neighbourhood,24.0,"[{""score"": 5.69, ""km_from_expected"": 2.69, ""query"": ""Lal Bazar, Hyderabad"", ""lat"": 17.4811236, ""lon"": 78.515077, ""name"": ""Lal Bazar, Lal Bazaar, Tirumalagiri, Tirumalagiri mandal, Hyderabad, Telangana, 500056, India"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26}, {""score"": 5.94, ""km_from_expected"": 2.94, ""query"": ""Lal Bazar, Hyderabad"", ""lat"": 17.4790173, ""lon"": 78.5130087, ""name"": ""Lal Bazar, Lal Bazaar, Tirumalagiri, Tirumalagiri mandal, Hyderabad, Telangana, 500015, India"", ""category"": ""highway"", ""type"": ""secondary"", ""place_rank"": 26}, {""score"": 5.96, ""km_from_expected"": 2.96, ""query"": ""Lal Bazar, Hyderabad"", ""lat"": 17.4791338, ""lon"": 78.5107791, ""name"": ""Lal Bazar, Lal Bazaar, Tirumalagiri, Tirumalagiri mandal, Hyderabad, Telangana, 500015, India"", ""category"": ""highway"", ""type"": ""bus_stop"", ""place_rank"": 30}]"
SECUNDERABAD_MARREDPALLY,MARREDPALLY,found,17.46,78.50057,subdivision (2 sections),0.99,0.99,"Marredpally, Secunderabad",17.45121,78.5020964,"West Marredpally, Marredpally mandal, Secunderabad, Hyderabad, Telangana, 500003, India",place,neighbourhood,24.0,"[{""score"": 1.81, ""km_from_expected"": 1.81, ""query"": ""Marredpally, Secunderabad"", ""lat"": 17.4469418, ""lon"": 78.5107535, ""name"": ""East Marredpally, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Telangana, 500026, India"", ""category"": ""place"", ""type"": ""neighbourhood"", ""place_rank"": 24}, {""score"": 4.82, ""km_from_expected"": 1.82, ""query"": ""Marredpally, Secunderabad"", ""lat"": 17.4464303, ""lon"": 78.5102024, ""name"": ""HMWSSB Marredpally, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Telangana, 500026, India"", ""category"": ""landuse"", ""type"": ""government"", ""place_rank"": 24}, {""score"": 9.94, ""km_from_expected"": 1.94, ""query"": ""Marredpally, Secunderabad"", ""lat"": 17.4426227, ""lon"": 78.4989631, ""name"": ""YMCA Secunderabad, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Telangana, India"", ""category"": ""landuse"", ""type"": ""recreation_ground"", ""place_rank"": 24}, {""score"": 10.67, ""km_from_expected"": 2.67, ""query"": ""Marredpally, Secunderabad"", ""lat"": 17.4359536, ""lon"": 78.5000501, ""name"": ""Secunderabad, Regimental Bazar Main Road, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Telangana, 500025, India"", ""category"": ""amenity"", ""type"": ""bus_station"", ""place_rank"": 30}]"
SECUNDERABAD_OLD_BOWENPALLY,OLD BOWENPALLY,found,17.44679,78.50886,circle (11 sections),7.23,4.23,"Old Bowenpally, Hyderabad",17.4772245,78.4849389,"Old Bowenpally Qabristan, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, India",landuse,cemetery,24.0,"[{""score"": 7.6, ""km_from_expected"": 4.6, ""query"": ""Old Bowenpally, Hyderabad"", ""lat"": 17.4766303, ""lon"": 78.4788563, ""name"": ""Old Bowenpally Bus stop, Hasmathpet bus stop road, HAL Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, 500015, India"", ""category"": ""amenity"", ""type"": ""bus_station"", ""place_rank"": 30}, {""score"": 12.69, ""km_from_expected"": 4.69, ""query"": ""Old Bowenpally, Hyderabad"", ""lat"": 17.4777191, ""lon"": 78.4787375, ""name"": ""Government Homoeo Dispensary, Old Bowenpally, Hasmathpet bus stop road, HAL Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Hyderabad, Telangana, 500015, India"", ""category"": ""amenity"", ""type"": ""doctors"", ""place_rank"": 30}]"
SECUNDERABAD_RANGA_REDDY_NAGAR,RANGA REDDY NAGAR,found,17.44679,78.50886,circle (11 sections),13.85,8.85,Ranga Reddy Nagar,17.3688679,78.5256198,"Dilsukh Nagar, Ward 22 Chaitanyapuri, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500035, India",place,suburb,19.0,"[{""score"": 15.34, ""km_from_expected"": 10.34, ""query"": ""Ranga Reddy Nagar"", ""lat"": 17.3564017, ""lon"": 78.5318948, ""name"": ""Saroor Nagar, Ward 19 Saroornagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500035, India"", ""category"": ""place"", ""type"": ""suburb"", ""place_rank"": 19}, {""score"": 16.41, ""km_from_expected"": 8.41, ""query"": ""Ranga Reddy Nagar, Hyderabad"", ""lat"": 17.3712221, ""lon"": 78.5117444, ""name"": ""Vijaywada Highway, Saleem Nagar, Moosarambagh, Ward 25 Moosarambagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500036, India"", ""category"": ""highway"", ""type"": ""trunk"", ""place_rank"": 26}, {""score"": 16.64, ""km_from_expected"": 11.64, ""query"": ""Ranga Reddy Nagar"", ""lat"": 17.3501617, ""lon"": 78.5510938, ""name"": ""LB Nagar, Ward 18 Lingojiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500074, India"", ""category"": ""place"", ""type"": ""suburb"", ""place_rank"": 19}, {""score"": 16.77, ""km_from_expected"": 8.77, ""query"": ""Ranga Reddy Nagar, Hyderabad"", ""lat"": 17.3695205, ""lon"": 78.5252643, ""name"": ""TGSRTC Bus Depot , Hyderabad - 1, Dilsukh Nagar, Ward 22 Chaitanyapuri, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, India"", ""category"": ""landuse"", ""type"": ""industrial"", ""place_rank"": 24}]"
