discom,year,month,date,circle,division,subdivision,section,area,catcode,catdesc,totservices,billedservices,units,load,source_file,units_negative_flag,unit_per_load
TGNPDCL,2023,4,2023-04-01,HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,MUSTYALAPALLY,9,EV CHARGING STATIONS,1,1.0,1.0,30.0,April.csv,False,0.03333333333333333
TGNPDCL,2023,4,2023-04-01,HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PARKAL,9,EV CHARGING STATIONS,1,1.0,147.0,30.0,April.csv,False,4.9
TGNPDCL,2023,4,2023-04-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,BALASAMUDRAM,9,EV CHARGING STATIONS,1,1.0,594.0,60.0,April.csv,False,9.9
TGNPDCL,2023,4,2023-04-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,BONDIVAGU,9,EV CHARGING STATIONS,1,1.0,6.0,30.0,April.csv,False,0.2
TGNPDCL,2023,4,2023-04-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,HUNTER ROAD,9,EV CHARGING STATIONS,1,1.0,28.0,30.0,April.csv,False,0.9333333333333333
TGNPDCL,2023,4,2023-04-01,KAMAREDDY,BANSWADA,BANSWADA,BANSWADA,BANSWADA,9,EV CHARGING STATIONS,1,1.0,80.0,30.0,April.csv,False,2.6666666666666665
TGNPDCL,2023,4,2023-04-01,HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,NIT,TEACHERS COLONY,9,EV CHARGING STATIONS,1,0.0,0.0,30.0,April.csv,False,0.0
TGNPDCL,2023,4,2023-04-01,KAMAREDDY,BANSWADA,BANSWADA,BIRKUR,BIRKUR,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,April.csv,False,0.0
TGNPDCL,2023,4,2023-04-01,BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,9,EV CHARGING STATIONS,1,1.0,430.0,30.0,April.csv,False,14.333333333333334
TGNPDCL,2023,4,2023-04-01,BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,9,EV CHARGING STATIONS,1,1.0,13.0,30.0,April.csv,False,0.43333333333333335
TGNPDCL,2023,4,2023-04-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,9,EV CHARGING STATIONS,1,1.0,40.0,30.0,April.csv,False,1.3333333333333333
TGNPDCL,2023,4,2023-04-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YELLANDU TOWN,YELLANDU,9,EV CHARGING STATIONS,1,1.0,4.0,25.0,April.csv,False,0.16
TGNPDCL,2023,4,2023-04-01,ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD TOWN-III,ADILABAD-TOWN-III,9,EV CHARGING STATIONS,2,2.0,336.0,75.0,April.csv,False,4.48
TGNPDCL,2023,4,2023-04-01,ADILABAD,ADILABAD,ADILABAD TOWN,MAVALA,DASNAPUR,9,EV CHARGING STATIONS,1,1.0,739.0,30.0,April.csv,False,24.633333333333333
TGNPDCL,2023,4,2023-04-01,BHUPALAPALLY,MULUGU,N. VENKATAPURAM,N.V.PURAM,N V PURAM,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,April.csv,False,0.0
TGNPDCL,2023,4,2023-04-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,9,EV CHARGING STATIONS,1,1.0,374.0,30.0,April.csv,False,12.466666666666667
TGNPDCL,2023,4,2023-04-01,MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,JAIPUR,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,April.csv,False,0.0
TGNPDCL,2023,4,2023-04-01,KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,WADDIARAM,9,EV CHARGING STATIONS,1,1.0,4.0,25.0,April.csv,False,0.16
TGNPDCL,2023,4,2023-04-01,KHAMMAM,KHAMMAM,KHAMMAM(T),KHAMMAM TOWN-2,ZONE (7)  KHAMMAM,9,EV CHARGING STATIONS,1,1.0,1275.0,30.0,April.csv,False,42.5
TGNPDCL,2023,4,2023-04-01,KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),PATHARAJAMPET,9,EV CHARGING STATIONS,1,1.0,129.0,45.0,April.csv,False,2.8666666666666667
TGNPDCL,2023,4,2023-04-01,KARIMNAGAR,HUZURABAD,HUZURABAD,HUZURABAD TOWN,RTC DEPO ,9,EV CHARGING STATIONS,1,0.0,0.0,20.0,April.csv,False,0.0
TGNPDCL,2023,4,2023-04-01,KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,KISTARAM,9,EV CHARGING STATIONS,1,1.0,106.0,30.0,April.csv,False,3.533333333333333
TGNPDCL,2023,4,2023-04-01,MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),NON SLB,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,April.csv,False,0.0
TGNPDCL,2023,4,2023-04-01,NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 3,BOURGAON,BORGAON (P),9,EV CHARGING STATIONS,1,1.0,856.0,45.0,April.csv,False,19.022222222222222
TGNPDCL,2023,4,2023-04-01,PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,MANTHANI,9,EV CHARGING STATIONS,1,1.0,108.0,30.0,April.csv,False,3.6
TGNPDCL,2023,4,2023-04-01,NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN2,DIVYA NAGAR,9,EV CHARGING STATIONS,1,1.0,346.0,45.0,April.csv,False,7.688888888888889
TGNPDCL,2023,4,2023-04-01,NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,9,EV CHARGING STATIONS,1,1.0,63.0,30.0,April.csv,False,2.1
TGNPDCL,2023,4,2023-04-01,PEDDAPALLY,MANTHANI,RAMAGUNDAM,RAMAGUNDAM,MOGALPAHAD,9,EV CHARGING STATIONS,1,1.0,286.0,30.0,April.csv,False,9.533333333333333
TGNPDCL,2023,4,2023-04-01,WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,PEDDAMMAGADDA,9,EV CHARGING STATIONS,1,1.0,1619.0,30.0,April.csv,False,53.96666666666667
TGNPDCL,2023,4,2023-04-01,WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,POCHAMMAMAIDAN,9,EV CHARGING STATIONS,1,1.0,347.0,30.0,April.csv,False,11.566666666666666
TGNPDCL,2023,4,2023-04-01,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY RURALWEST,ANDUGULAPALLY,9,EV CHARGING STATIONS,1,1.0,84.0,30.0,April.csv,False,2.8
TGNPDCL,2023,8,2023-08-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,9,EV CHARGING STATIONS,1,1.0,344.0,30.0,August.csv,False,11.466666666666667
TGNPDCL,2023,8,2023-08-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,BALASAMUDRAM,9,EV CHARGING STATIONS,1,1.0,557.0,55.0,August.csv,False,10.127272727272727
TGNPDCL,2023,8,2023-08-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,9,EV CHARGING STATIONS,1,1.0,400.0,30.0,August.csv,False,13.333333333333334
TGNPDCL,2023,8,2023-08-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,BONDIVAGU,9,EV CHARGING STATIONS,1,1.0,325.0,30.0,August.csv,False,10.833333333333334
TGNPDCL,2023,8,2023-08-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,HUNTER ROAD,9,EV CHARGING STATIONS,1,1.0,511.0,30.0,August.csv,False,17.033333333333335
TGNPDCL,2023,8,2023-08-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YELLANDU TOWN,YELLANDU,9,EV CHARGING STATIONS,1,1.0,250.0,25.0,August.csv,False,10.0
TGNPDCL,2023,8,2023-08-01,HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,NIT,TEACHERS COLONY,9,EV CHARGING STATIONS,1,1.0,450.0,30.0,August.csv,False,15.0
TGNPDCL,2023,8,2023-08-01,KAMAREDDY,BANSWADA,BANSWADA,BANSWADA,BANSWADA,9,EV CHARGING STATIONS,1,1.0,134.0,30.0,August.csv,False,4.466666666666667
TGNPDCL,2023,8,2023-08-01,HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,MUSTYALAPALLY,9,EV CHARGING STATIONS,1,1.0,5.0,30.0,August.csv,False,0.16666666666666666
TGNPDCL,2023,8,2023-08-01,HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,OGLAPUR,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,August.csv,False,0.0
TGNPDCL,2023,8,2023-08-01,KAMAREDDY,BANSWADA,BANSWADA,BIRKUR,BIRKUR,9,EV CHARGING STATIONS,1,1.0,43.0,30.0,August.csv,False,1.4333333333333333
TGNPDCL,2023,8,2023-08-01,HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PARKAL,9,EV CHARGING STATIONS,1,1.0,107.0,30.0,August.csv,False,3.566666666666667
TGNPDCL,2023,8,2023-08-01,BHUPALAPALLY,MULUGU,N. VENKATAPURAM,N.V.PURAM,N V PURAM,9,EV CHARGING STATIONS,1,1.0,20.0,30.0,August.csv,False,0.6666666666666666
TGNPDCL,2023,8,2023-08-01,BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,9,EV CHARGING STATIONS,1,1.0,101.0,30.0,August.csv,False,3.3666666666666667
TGNPDCL,2023,8,2023-08-01,BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,9,EV CHARGING STATIONS,1,1.0,14.0,30.0,August.csv,False,0.4666666666666667
TGNPDCL,2023,8,2023-08-01,ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD TOWN-III,ADILABAD-TOWN-III,9,EV CHARGING STATIONS,2,2.0,318.0,75.0,August.csv,False,4.24
TGNPDCL,2023,8,2023-08-01,ADILABAD,ADILABAD,ADILABAD TOWN,MAVALA,DASNAPUR,9,EV CHARGING STATIONS,1,1.0,380.0,30.0,August.csv,False,12.666666666666666
TGNPDCL,2023,8,2023-08-01,MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),NON SLB,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,August.csv,False,0.0
TGNPDCL,2023,8,2023-08-01,KARIMNAGAR,HUZURABAD,HUZURABAD,HUZURABAD TOWN,RTC DEPO ,9,EV CHARGING STATIONS,1,1.0,274.0,20.0,August.csv,False,13.7
TGNPDCL,2023,8,2023-08-01,KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,KISTARAM,9,EV CHARGING STATIONS,1,1.0,146.0,30.0,August.csv,False,4.866666666666666
TGNPDCL,2023,8,2023-08-01,KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,WADDIARAM,9,EV CHARGING STATIONS,1,1.0,126.0,25.0,August.csv,False,5.04
TGNPDCL,2023,8,2023-08-01,KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),PATHARAJAMPET,9,EV CHARGING STATIONS,1,1.0,297.0,45.0,August.csv,False,6.6
TGNPDCL,2023,8,2023-08-01,KHAMMAM,KHAMMAM,KHAMMAM(T),KHAMMAM TOWN-2,ZONE (7)  KHAMMAM,9,EV CHARGING STATIONS,1,1.0,572.0,30.0,August.csv,False,19.066666666666666
TGNPDCL,2023,8,2023-08-01,WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,PEDDAMMAGADDA,9,EV CHARGING STATIONS,1,1.0,743.0,30.0,August.csv,False,24.766666666666666
TGNPDCL,2023,8,2023-08-01,WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,POCHAMMAMAIDAN,9,EV CHARGING STATIONS,1,1.0,194.0,30.0,August.csv,False,6.466666666666667
TGNPDCL,2023,8,2023-08-01,NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 3,BOURGAON,BORGAON (P),9,EV CHARGING STATIONS,1,1.0,1206.0,45.0,August.csv,False,26.8
TGNPDCL,2023,8,2023-08-01,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY RURALWEST,ANDUGULAPALLY,9,EV CHARGING STATIONS,1,1.0,135.0,30.0,August.csv,False,4.5
TGNPDCL,2023,8,2023-08-01,PEDDAPALLY,MANTHANI,RAMAGUNDAM,RAMAGUNDAM,MOGALPAHAD,9,EV CHARGING STATIONS,1,1.0,211.0,30.0,August.csv,False,7.033333333333333
TGNPDCL,2023,8,2023-08-01,MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,JAIPUR,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,August.csv,False,0.0
TGNPDCL,2023,8,2023-08-01,NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN3,DIVYA NAGAR,9,EV CHARGING STATIONS,1,1.0,616.0,45.0,August.csv,False,13.688888888888888
TGNPDCL,2023,8,2023-08-01,PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,MANTHANI,9,EV CHARGING STATIONS,1,1.0,129.0,30.0,August.csv,False,4.3
TGNPDCL,2023,8,2023-08-01,NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,9,EV CHARGING STATIONS,1,1.0,106.0,30.0,August.csv,False,3.533333333333333
TGNPDCL,2023,12,2023-12-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,9,EV CHARGING STATIONS,1,1.0,193.0,30.0,December.csv,False,6.433333333333334
TGNPDCL,2023,12,2023-12-01,BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,9,EV CHARGING STATIONS,1,1.0,366.0,30.0,December.csv,False,12.2
TGNPDCL,2023,12,2023-12-01,BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,LAKSHMIPURAM,9,EV CHARGING STATIONS,1,1.0,125.0,30.0,December.csv,False,4.166666666666667
TGNPDCL,2023,12,2023-12-01,BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,9,EV CHARGING STATIONS,1,1.0,9.0,30.0,December.csv,False,0.3
TGNPDCL,2023,12,2023-12-01,BHUPALAPALLY,MULUGU,N. VENKATAPURAM,N.V.PURAM,N V PURAM,9,EV CHARGING STATIONS,1,1.0,9.0,30.0,December.csv,False,0.3
TGNPDCL,2023,12,2023-12-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,9,EV CHARGING STATIONS,1,1.0,82.0,30.0,December.csv,False,2.7333333333333334
TGNPDCL,2023,12,2023-12-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YELLANDU TOWN,YELLANDU,9,EV CHARGING STATIONS,1,1.0,171.0,25.0,December.csv,False,6.84
TGNPDCL,2023,12,2023-12-01,ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD TOWN-III,ADILABAD-TOWN-III,9,EV CHARGING STATIONS,2,2.0,534.0,75.0,December.csv,False,7.12
TGNPDCL,2023,12,2023-12-01,ADILABAD,ADILABAD,ADILABAD TOWN,MAVALA,DASNAPUR,9,EV CHARGING STATIONS,1,1.0,781.0,30.0,December.csv,False,26.033333333333335
TGNPDCL,2023,12,2023-12-01,HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,YADAVA NAGAR,PEDDAMMAGADDA,9,EV CHARGING STATIONS,1,1.0,1066.0,30.0,December.csv,False,35.53333333333333
TGNPDCL,2023,12,2023-12-01,HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PARKAL,9,EV CHARGING STATIONS,1,1.0,315.0,30.0,December.csv,False,10.5
TGNPDCL,2023,12,2023-12-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,BALASAMUDRAM,9,EV CHARGING STATIONS,1,1.0,608.0,55.0,December.csv,False,11.054545454545455
TGNPDCL,2023,12,2023-12-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,BONDIVAGU,9,EV CHARGING STATIONS,1,1.0,1396.0,30.0,December.csv,False,46.53333333333333
TGNPDCL,2023,12,2023-12-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,HUNTER ROAD,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,December.csv,False,0.0
TGNPDCL,2023,12,2023-12-01,KAMAREDDY,BANSWADA,BANSWADA,BANSWADA,BANSWADA,9,EV CHARGING STATIONS,1,1.0,213.0,30.0,December.csv,False,7.1
TGNPDCL,2023,12,2023-12-01,HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,NIT,TEACHERS COLONY,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,December.csv,False,0.0
TGNPDCL,2023,12,2023-12-01,HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,MUSTYALAPALLY,9,EV CHARGING STATIONS,1,1.0,34.0,30.0,December.csv,False,1.1333333333333333
TGNPDCL,2023,12,2023-12-01,HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,OGLAPUR,9,EV CHARGING STATIONS,1,1.0,300.0,30.0,December.csv,False,10.0
TGNPDCL,2023,12,2023-12-01,KAMAREDDY,BANSWADA,BANSWADA,BIRKUR,BIRKUR,9,EV CHARGING STATIONS,1,1.0,70.0,30.0,December.csv,False,2.3333333333333335
TGNPDCL,2023,12,2023-12-01,KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),PATHARAJAMPET,9,EV CHARGING STATIONS,1,1.0,533.0,45.0,December.csv,False,11.844444444444445
TGNPDCL,2023,12,2023-12-01,KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,KISTARAM,9,EV CHARGING STATIONS,1,1.0,252.0,30.0,December.csv,False,8.4
TGNPDCL,2023,12,2023-12-01,KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,WADDIARAM,9,EV CHARGING STATIONS,1,1.0,375.0,25.0,December.csv,False,15.0
TGNPDCL,2023,12,2023-12-01,KHAMMAM,KHAMMAM,KHAMMAM(T),KHAMMAM TOWN-2,ZONE (7)  KHAMMAM,9,EV CHARGING STATIONS,1,1.0,1272.0,30.0,December.csv,False,42.4
TGNPDCL,2023,12,2023-12-01,KARIMNAGAR,HUZURABAD,HUZURABAD,HUZURABAD TOWN,RTC DEPO ,9,EV CHARGING STATIONS,1,1.0,372.0,20.0,December.csv,False,18.6
TGNPDCL,2023,12,2023-12-01,MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),NON SLB,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,December.csv,False,0.0
TGNPDCL,2023,12,2023-12-01,NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN3,DIVYA NAGAR,9,EV CHARGING STATIONS,1,1.0,728.0,45.0,December.csv,False,16.177777777777777
TGNPDCL,2023,12,2023-12-01,MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,JAIPUR,9,EV CHARGING STATIONS,1,1.0,2104.0,30.0,December.csv,False,70.13333333333334
TGNPDCL,2023,12,2023-12-01,NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,9,EV CHARGING STATIONS,1,1.0,193.0,30.0,December.csv,False,6.433333333333334
TGNPDCL,2023,12,2023-12-01,NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SUDDAPALLY,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,December.csv,False,0.0
TGNPDCL,2023,12,2023-12-01,PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,MANTHANI,9,EV CHARGING STATIONS,1,1.0,141.0,30.0,December.csv,False,4.7
TGNPDCL,2023,12,2023-12-01,WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,POCHAMMAMAIDAN,9,EV CHARGING STATIONS,1,1.0,423.0,30.0,December.csv,False,14.1
TGNPDCL,2023,12,2023-12-01,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY RURALWEST,ANDUGULAPALLY,9,EV CHARGING STATIONS,1,1.0,331.0,30.0,December.csv,False,11.033333333333333
TGNPDCL,2023,12,2023-12-01,NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 3,BOURGAON,BORGAON (P),9,EV CHARGING STATIONS,1,1.0,1308.0,45.0,December.csv,False,29.066666666666666
TGNPDCL,2023,12,2023-12-01,NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,DICHPALLY,9,EV CHARGING STATIONS,1,1.0,16.0,30.0,December.csv,False,0.5333333333333333
TGNPDCL,2023,12,2023-12-01,PEDDAPALLY,MANTHANI,RAMAGUNDAM,RAMAGUNDAM,MOGALPAHAD,9,EV CHARGING STATIONS,1,1.0,212.0,30.0,December.csv,False,7.066666666666666
TGNPDCL,2023,2,2023-02-01,NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 3,BOURGAON,BORGAON (P),9,EV CHARGING STATIONS,1,1.0,482.0,45.0,February.csv,False,10.71111111111111
TGNPDCL,2023,2,2023-02-01,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY RURALWEST,ANDUGULAPALLY,9,EV CHARGING STATIONS,1,1.0,166.0,30.0,February.csv,False,5.533333333333333
TGNPDCL,2023,2,2023-02-01,PEDDAPALLY,MANTHANI,RAMAGUNDAM,RAMAGUNDAM,MOGALPAHAD,9,EV CHARGING STATIONS,1,1.0,200.0,30.0,February.csv,False,6.666666666666667
TGNPDCL,2023,2,2023-02-01,WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,POCHAMMAMAIDAN,9,EV CHARGING STATIONS,1,1.0,789.0,30.0,February.csv,False,26.3
TGNPDCL,2023,2,2023-02-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,9,EV CHARGING STATIONS,1,1.0,73.0,30.0,February.csv,False,2.433333333333333
TGNPDCL,2023,2,2023-02-01,PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,MANTHANI,9,EV CHARGING STATIONS,1,1.0,37.0,30.0,February.csv,False,1.2333333333333334
TGNPDCL,2023,2,2023-02-01,KHAMMAM,KHAMMAM,KHAMMAM(T),KHAMMAM TOWN-2,ZONE (7)  KHAMMAM,9,EV CHARGING STATIONS,1,1.0,1143.0,30.0,February.csv,False,38.1
TGNPDCL,2023,2,2023-02-01,MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),NON SLB,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,February.csv,False,0.0
TGNPDCL,2023,2,2023-02-01,NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,9,EV CHARGING STATIONS,1,1.0,1.0,30.0,February.csv,False,0.03333333333333333
TGNPDCL,2023,2,2023-02-01,KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,KISTARAM,9,EV CHARGING STATIONS,1,1.0,11.0,30.0,February.csv,False,0.36666666666666664
TGNPDCL,2023,2,2023-02-01,NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN2,DIVYA NAGAR,9,EV CHARGING STATIONS,1,1.0,381.0,45.0,February.csv,False,8.466666666666667
TGNPDCL,2023,2,2023-02-01,MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,JAIPUR,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,February.csv,False,0.0
TGNPDCL,2023,2,2023-02-01,KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,WADDIARAM,9,EV CHARGING STATIONS,1,1.0,248.0,25.0,February.csv,False,9.92
TGNPDCL,2023,2,2023-02-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YELLANDU TOWN,YELLANDU,9,EV CHARGING STATIONS,1,0.0,0.0,25.0,February.csv,False,0.0
TGNPDCL,2023,2,2023-02-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),"CHOWRASTHA, HNK",BONDIVAGU,9,EV CHARGING STATIONS,1,1.0,127.0,30.0,February.csv,False,4.233333333333333
TGNPDCL,2023,2,2023-02-01,KAMAREDDY,BANSWADA,BANSWADA,BIRKUR,BIRKUR,9,EV CHARGING STATIONS,1,1.0,0.0,30.0,February.csv,False,0.0
TGNPDCL,2023,2,2023-02-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,BALASAMUDRAM,9,EV CHARGING STATIONS,1,1.0,641.0,60.0,February.csv,False,10.683333333333334
TGNPDCL,2023,2,2023-02-01,HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,HUNTER ROAD,9,EV CHARGING STATIONS,1,1.0,102.0,30.0,February.csv,False,3.4
TGNPDCL,2023,2,2023-02-01,HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,MUSTYALAPALLY,9,EV CHARGING STATIONS,1,1.0,124.0,30.0,February.csv,False,4.133333333333334
TGNPDCL,2023,2,2023-02-01,KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),PATHARAJAMPET,9,EV CHARGING STATIONS,1,1.0,196.0,45.0,February.csv,False,4.355555555555555
TGNPDCL,2023,2,2023-02-01,BHUPALAPALLY,MULUGU,N. VENKATAPURAM,N.V.PURAM,N V PURAM,9,EV CHARGING STATIONS,1,0.0,0.0,30.0,February.csv,False,0.0
TGNPDCL,2023,2,2023-02-01,HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PARKAL,9,EV CHARGING STATIONS,1,1.0,32.0,30.0,February.csv,False,1.0666666666666667
TGNPDCL,2023,2,2023-02-01,KAMAREDDY,BANSWADA,BANSWADA,BANSWADA,BANSWADA,9,EV CHARGING STATIONS,1,1.0,28.0,30.0,February.csv,False,0.9333333333333333
TGNPDCL,2023,2,2023-02-01,ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD TOWN-III,ADILABAD-TOWN-III,9,EV CHARGING STATIONS,2,2.0,60.0,75.0,February.csv,False,0.8
TGNPDCL,2023,2,2023-02-01,BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,9,EV CHARGING STATIONS,1,0.0,0.0,30.0,February.csv,False,0.0
TGNPDCL,2023,2,2023-02-01,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,9,EV CHARGING STATIONS,1,1.0,128.0,30.0,February.csv,False,4.266666666666667
TGNPDCL,2023,2,2023-02-01,BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,9,EV CHARGING STATIONS,1,1.0,32.0,30.0,February.csv,False,1.0666666666666667
