discom,year,month,date,circle,division,subdivision,section,area,catcode,catdesc,totservices,billedservices,units,load,source_file,units_negative_flag,unit_per_load
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,HV CT METERS,9,EV CHARGING STATIONS,2,,0.0,108.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,JAI SANTHOSHI NAGAR,9,EV CHARGING STATIONS,1,1.0,3297.0,28.0,April.csv,False,117.75
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,HV IDA UPPAL,9,EV CHARGING STATIONS,2,2.0,2913.0,83.92,April.csv,False,34.71163012392755
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,NEREDMET,R.K PURAM,9,EV CHARGING STATIONS,1,1.0,2583.0,53.0,April.csv,False,48.735849056603776
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,KEESARA,KEESARA,KEESARA,KEESARA VILLAGE,9,EV CHARGING STATIONS,1,1.0,18.0,54.0,April.csv,False,0.3333333333333333
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,ASRAO NAGAR (HV),9,EV CHARGING STATIONS,1,1.0,4203.0,54.0,April.csv,False,77.83333333333333
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,SAINIKPURI,MALKAJGIRI,MALKAJGIRI,HV (CT METER),9,EV CHARGING STATIONS,1,,0.0,53.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,KEESARA,GHATKESAR,NARAPALLY,NARAPALLY CT METER SERVICES,9,EV CHARGING STATIONS,2,2.0,1.0,108.0,April.csv,False,0.009259259259259259
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,KAMALA NAGAR (HV),9,EV CHARGING STATIONS,1,1.0,5183.0,54.0,April.csv,False,95.98148148148148
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,IDA MALLAPUR LT,9,EV CHARGING STATIONS,1,1.0,3082.0,17.0,April.csv,False,181.2941176470588
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,LT/HT SERVICES MALLAPUR,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,M J COLONY,9,EV CHARGING STATIONS,1,1.0,2771.0,17.0,April.csv,False,163.0
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-I,PHASE - V (5),9,EV CHARGING STATIONS,1,1.0,1.0,54.0,April.csv,False,0.018518518518518517
TGSPDCL,2025,4,2025-04-01,HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-I,PHASE-III (3),9,EV CHARGING STATIONS,1,1.0,1.0,54.0,April.csv,False,0.018518518518518517
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,AZAMABAD,AMBERPET,AMBERPET,CT METER,9,EV CHARGING STATIONS,2,2.0,0.0,108.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,9,EV CHARGING STATIONS,1,1.0,1.0,17.0,April.csv,False,0.058823529411764705
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,CT METER,9,EV CHARGING STATIONS,1,1.0,2299.0,54.0,April.csv,False,42.574074074074076
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,9,EV CHARGING STATIONS,1,1.0,47.0,15.0,April.csv,False,3.1333333333333333
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,GRC CT METERS,9,EV CHARGING STATIONS,1,,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,GRC CT METERS,9,EV CHARGING STATIONS,3,2.0,18435.0,158.0,April.csv,False,116.67721518987342
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,GRC CT METERS,9,EV CHARGING STATIONS,1,1.0,1920.0,54.0,April.csv,False,35.55555555555556
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,GRC HV SURYA NAGAR,9,EV CHARGING STATIONS,1,1.0,7510.0,21.0,April.csv,False,357.6190476190476
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,GRC HV GOLCONDA,9,EV CHARGING STATIONS,1,1.0,6647.0,54.0,April.csv,False,123.0925925925926
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,GRC- ASSISTANT ENGINEER,9,EV CHARGING STATIONS,1,1.0,4060.0,54.0,April.csv,False,75.18518518518519
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SAIFABAD,BJR COLLEGE ROAD,9,EV CHARGING STATIONS,1,1.0,10648.0,54.0,April.csv,False,197.1851851851852
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SAIFABAD,BOAT CLUB (HYDERABAD),9,EV CHARGING STATIONS,1,1.0,2740.0,53.0,April.csv,False,51.698113207547166
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SAIFABAD,MCH OFFICE KHAIRATABAD,9,EV CHARGING STATIONS,1,1.0,1691.0,40.0,April.csv,False,42.275
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,GRC-1,9,EV CHARGING STATIONS,1,1.0,5415.0,54.0,April.csv,False,100.27777777777777
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,AMRUTHA ESTATE(MEDINOVA),9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,KAPADIA LANE,9,EV CHARGING STATIONS,1,1.0,689.0,22.0,April.csv,False,31.318181818181817
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,GRC CT SECTION,9,EV CHARGING STATIONS,3,3.0,5018.0,162.0,April.csv,False,30.97530864197531
TGSPDCL,2025,4,2025-04-01,HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"FATE MAINDAN, K VENUGOPALA CHA",9,EV CHARGING STATIONS,1,1.0,6982.0,54.0,April.csv,False,129.2962962962963
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,ASMANGADH,SANTOSH NAGAR,SANTOSHNAGAR,TOTAL HV SERVICES,9,EV CHARGING STATIONS,1,1.0,860.0,54.0,April.csv,False,15.925925925925926
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,ASMANGADH,CHANCHALGUDA,CHANCHALGUDA,SHAH COLONY,9,EV CHARGING STATIONS,1,1.0,4644.0,12.0,April.csv,False,387.0
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,PUTLI BOWLI,PUTHLIBOWLI GRC CT METERS,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,BEGUM BAZAR,SEETHARAM BAGH,DATTATREYA COLONY,GRCHV DATTACOLONY,9,EV CHARGING STATIONS,1,1.0,3140.0,18.0,April.csv,False,174.44444444444446
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,TROOP BAZAR,GRC CT (SLI),9,EV CHARGING STATIONS,1,1.0,2006.0,54.0,April.csv,False,37.148148148148145
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,ASMANGADH,ASMANGADH,SAIDABAD,TOTAL HV SERVICES,9,EV CHARGING STATIONS,1,1.0,15.0,50.0,April.csv,False,0.3
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,9,EV CHARGING STATIONS,1,1.0,311.0,22.0,April.csv,False,14.136363636363637
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,FALAKNUMA,GRC,9,EV CHARGING STATIONS,1,1.0,2030.0,12.0,April.csv,False,169.16666666666666
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,CHARMINAR,CHARMINAR,MOGHAL PURA,GRC SERVICES,9,EV CHARGING STATIONS,1,1.0,3191.0,10.0,April.csv,False,319.1
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,CHARMINAR,MIR ALAM,ATTAPUR,CT METER,9,EV CHARGING STATIONS,2,2.0,3628.0,40.0,April.csv,False,90.7
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,CHARMINAR,MIR ALAM,ATTAPUR,GRC,9,EV CHARGING STATIONS,2,2.0,0.0,68.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,CHANDRAYANA GUTTA,GRC,9,EV CHARGING STATIONS,2,2.0,32.0,108.0,April.csv,False,0.2962962962962963
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,CHATRINAKA,GRC,9,EV CHARGING STATIONS,1,1.0,1255.0,12.0,April.csv,False,104.58333333333333
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,CHARMINAR,CHARMINAR,HUSSAINI ALAM,GRC,9,EV CHARGING STATIONS,1,1.0,3903.0,17.0,April.csv,False,229.58823529411765
TGSPDCL,2025,4,2025-04-01,HYDERABAD SOUTH,CHARMINAR,MIR ALAM,KISHANBAGH,BHARATH NAGAR,9,EV CHARGING STATIONS,1,1.0,0.0,5.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-RURAL,C AND O,APPANNAPALLY,9,EV CHARGING STATIONS,1,1.0,506.0,7.0,April.csv,False,72.28571428571429
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN - III -GA,9,EV CHARGING STATIONS,1,1.0,832.0,7.0,April.csv,False,118.85714285714286
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN - III -PE,9,EV CHARGING STATIONS,2,2.0,702.0,15.0,April.csv,False,46.8
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN-III AE,9,EV CHARGING STATIONS,1,1.0,1299.0,30.0,April.csv,False,43.3
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,BALANAGAR,9,EV CHARGING STATIONS,1,1.0,4881.0,52.0,April.csv,False,93.86538461538461
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA,NAGASALA,9,EV CHARGING STATIONS,1,1.0,87.0,25.0,April.csv,False,3.48
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,JADCHERLA,RAJAPUR,BALANAGAR,KETHIREDDYPALLY,9,EV CHARGING STATIONS,1,1.0,0.0,25.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KATARAM,9,EV CHARGING STATIONS,1,1.0,1246.0,54.0,April.csv,False,23.074074074074073
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,JADCHERLA,9,EV CHARGING STATIONS,2,2.0,5178.0,82.0,April.csv,False,63.146341463414636
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,MACHARAM-J,9,EV CHARGING STATIONS,2,2.0,9621.0,104.0,April.csv,False,92.50961538461539
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,MALLABOINPALLY,9,EV CHARGING STATIONS,1,1.0,516.0,30.0,April.csv,False,17.2
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,ANNASAGAR,9,EV CHARGING STATIONS,1,1.0,21.0,54.0,April.csv,False,0.3888888888888889
TGSPDCL,2025,4,2025-04-01,MAHABOOBNAGAR,JADCHERLA,RAJAPUR,RAJAPUR,RANGAREDDYGUDA,9,EV CHARGING STATIONS,1,1.0,141.0,30.0,April.csv,False,4.7
TGSPDCL,2025,4,2025-04-01,MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,NAGULAPALLY,9,EV CHARGING STATIONS,1,1.0,4.0,54.0,April.csv,False,0.07407407407407407
TGSPDCL,2025,4,2025-04-01,MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDAK,TOOPRAN,RAMAYAMPET,NARSINGHI,VALLORE,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDAK,TOOPRAN,TOOPRAN,KALKALL,MANOHARABAD,9,EV CHARGING STATIONS,1,1.0,178.0,54.0,April.csv,False,3.2962962962962963
TGSPDCL,2025,4,2025-04-01,MEDAK,TOOPRAN,TOOPRAN,KALKALL,MUPPUREDDYPALLY,9,EV CHARGING STATIONS,1,1.0,316.0,54.0,April.csv,False,5.851851851851852
TGSPDCL,2025,4,2025-04-01,MEDAK,MEDAK,NARSAPOOR,KOWDIPALLY,KOWDIPALLY,9,EV CHARGING STATIONS,1,,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDAK,TOOPRAN,TOOPRAN,MASAIPET,MASAIPET,9,EV CHARGING STATIONS,1,1.0,0.0,53.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HV TOWN,9,EV CHARGING STATIONS,1,1.0,120.0,54.0,April.csv,False,2.2222222222222223
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,HIGH VALUE 1,9,EV CHARGING STATIONS,2,1.0,0.0,108.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,GAJULARAMARAM,MAHADEVAPURAM,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,PETBASHEERABAD,JEEDIMETLA HV,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,PETBASHEERABAD,PET BASHEERABAD,9,EV CHARGING STATIONS,1,1.0,3.0,54.0,April.csv,False,0.05555555555555555
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,MEDCHAL,GUNDLAPOCHAMPALLY,HIGH VALUE,9,EV CHARGING STATIONS,1,1.0,836.0,40.0,April.csv,False,20.9
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,MEDCHAL,GUNDLAPOCHAMPALLY,KANDLAKOYA,9,EV CHARGING STATIONS,1,1.0,7.0,54.0,April.csv,False,0.12962962962962962
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,ATTIVELLY HV,9,EV CHARGING STATIONS,2,2.0,2168.0,75.0,April.csv,False,28.906666666666666
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,MAJEEDPUR,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,JAGADGIRI GUTTA,DEVAMMA BASTHI,9,EV CHARGING STATIONS,1,1.0,0.0,2.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,MURAHARIPALLY,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,JAGADGIRI GUTTA,HIGH VALUE,9,EV CHARGING STATIONS,1,,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,THURKAPALLY,9,EV CHARGING STATIONS,2,2.0,1364.0,108.0,April.csv,False,12.62962962962963
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,AMR ROAD CENTRAL PARK,9,EV CHARGING STATIONS,1,1.0,995.0,38.0,April.csv,False,26.18421052631579
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,QPUR VILLAGE AUTOSTAND,9,EV CHARGING STATIONS,1,1.0,0.0,2.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,QUTHBULLAPUR,9,EV CHARGING STATIONS,1,1.0,5152.0,54.0,April.csv,False,95.4074074074074
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,PEDDAMMA COLONY,9,EV CHARGING STATIONS,1,1.0,43.0,8.0,April.csv,False,5.375
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,SHAMEERPET,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY,9,EV CHARGING STATIONS,1,1.0,4.0,30.0,April.csv,False,0.13333333333333333
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,9,EV CHARGING STATIONS,1,1.0,482.0,22.0,April.csv,False,21.90909090909091
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,9,EV CHARGING STATIONS,2,2.0,282.0,84.0,April.csv,False,3.357142857142857
TGSPDCL,2025,4,2025-04-01,MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL TOWN,HV INDUSTRIAL AREA ,9,EV CHARGING STATIONS,1,1.0,29.0,54.0,April.csv,False,0.5370370370370371
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MIYAPUR CT,9,EV CHARGING STATIONS,1,1.0,9546.0,54.0,April.csv,False,176.77777777777777
TGSPDCL,2025,4,2025-04-01,MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,PHASE-4 IDA JEEDIMETLA,9,EV CHARGING STATIONS,1,1.0,931.0,54.0,April.csv,False,17.24074074074074
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,KUKATPALLY,ALLWYN COLONY,V. NAGAR,9,EV CHARGING STATIONS,1,1.0,4130.0,31.0,April.csv,False,133.2258064516129
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,MIYAPUR,NIZAMPET,NIZAMPET CT,9,EV CHARGING STATIONS,1,1.0,1157.0,45.0,April.csv,False,25.711111111111112
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,KUKATPALLY,BHAGYA NAGAR,HMT COLONY,9,EV CHARGING STATIONS,2,2.0,11.0,108.0,April.csv,False,0.10185185185185185
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,CTMETER,9,EV CHARGING STATIONS,1,1.0,2799.0,20.0,April.csv,False,139.95
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,KUKATPALLY,BHAGYA NAGAR,YALAMMA BANDA,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,KUKATPALLY,KUKATPALLY, NON CT (KKP),9,EV CHARGING STATIONS,1,1.0,6251.0,22.0,April.csv,False,284.1363636363636
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,KUKATPALLY,KUKATPALLY,HVCT KKP,9,EV CHARGING STATIONS,1,1.0,3111.0,50.0,April.csv,False,62.22
TGSPDCL,2025,4,2025-04-01,MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,D.P.PALLY HV(GRP M),9,EV CHARGING STATIONS,1,,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,9,EV CHARGING STATIONS,3,3.0,722.0,130.0,April.csv,False,5.553846153846154
TGSPDCL,2025,4,2025-04-01,MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPUR HV(GRP M),9,EV CHARGING STATIONS,1,1.0,13.0,54.0,April.csv,False,0.24074074074074073
TGSPDCL,2025,4,2025-04-01,MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILLAPUR HV(GRP M),9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,HV GM  TO SR X ROAD,9,EV CHARGING STATIONS,2,2.0,2826.0,99.0,April.csv,False,28.545454545454547
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,B K ENCLAVE,9,EV CHARGING STATIONS,1,1.0,2311.0,5.0,April.csv,False,462.2
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,9,EV CHARGING STATIONS,2,1.0,30.0,68.0,April.csv,False,0.4411764705882353
TGSPDCL,2025,4,2025-04-01,MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,MAYURI NAGAR,9,EV CHARGING STATIONS,1,1.0,0.0,2.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),I D A,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,SHAPURNAGAR,IDA JEEDIMETLA,9,EV CHARGING STATIONS,1,1.0,3036.0,54.0,April.csv,False,56.22222222222222
TGSPDCL,2025,4,2025-04-01,NAGARKURNOOL,NAGARKURNOOL,KALWAKURTHY,KALWAKURTHY,MARCHALA,9,EV CHARGING STATIONS,1,1.0,15.0,54.0,April.csv,False,0.2777777777777778
TGSPDCL,2025,4,2025-04-01,NAGARKURNOOL,NAGARKURNOOL,NAGARKURNOOL,NAGARKURNOOL,NGKLT-07.EDDAMMA GUDI,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,NAGARKURNOOL,NAGARKURNOOL,ACHAMPET,AMARABAD,MANNANOOR,9,EV CHARGING STATIONS,1,1.0,24.0,54.0,April.csv,False,0.4444444444444444
TGSPDCL,2025,4,2025-04-01,NAGARKURNOOL,NAGARKURNOOL,ACHAMPET,ACHAMPET,CHANDAPUR,9,EV CHARGING STATIONS,1,1.0,2056.0,54.0,April.csv,False,38.074074074074076
TGSPDCL,2025,4,2025-04-01,NAGARKURNOOL,NAGARKURNOOL,KALWAKURTHY,VANGOOR,VELUMALA PALLY,9,EV CHARGING STATIONS,1,1.0,3445.0,54.0,April.csv,False,63.7962962962963
TGSPDCL,2025,4,2025-04-01,NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,SETTI PALEM,9,EV CHARGING STATIONS,1,1.0,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,KOTTAGUDEM,9,EV CHARGING STATIONS,1,1.0,1183.0,25.0,April.csv,False,47.32
TGSPDCL,2025,4,2025-04-01,NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,SAGAR ROAD JP,9,EV CHARGING STATIONS,1,1.0,1303.0,30.0,April.csv,False,43.43333333333333
TGSPDCL,2025,4,2025-04-01,NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,KATTANGUR,9,EV CHARGING STATIONS,1,,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,GANDHAMVARIGUDA,9,EV CHARGING STATIONS,1,1.0,0.0,25.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,9,EV CHARGING STATIONS,2,2.0,10.0,48.0,April.csv,False,0.20833333333333334
TGSPDCL,2025,4,2025-04-01,NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-DVK ROAD,9,EV CHARGING STATIONS,1,1.0,1949.0,30.0,April.csv,False,64.96666666666667
TGSPDCL,2025,4,2025-04-01,NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,CHITYALA(HQ)- A,9,EV CHARGING STATIONS,1,,0.0,54.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,GUNDRAMPALLY,9,EV CHARGING STATIONS,2,2.0,0.0,50.0,April.csv,False,0.0
TGSPDCL,2025,4,2025-04-01,NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,GOPALAIPALLY,9,EV CHARGING STATIONS,1,1.0,5444.0,54.0,April.csv,False,100.81481481481481
TGSPDCL,2025,4,2025-04-01,NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,GOPLAIPALLY,9,EV CHARGING STATIONS,2,1.0,1443.0,108.0,April.csv,False,13.36111111111111
TGSPDCL,2025,4,2025-04-01,NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,PEDDAKAPARTHY,9,EV CHARGING STATIONS,3,3.0,2200.0,159.0,April.csv,False,13.836477987421384
